id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
21794897,12:16:00 AM,87,3607,56.62,Chip Transaction,82046,San Benito,TX,78586,5411,NULL
21794910,12:19:00 AM,278,3919,17.16,Chip Transaction,60825,Springfield,MO,65807,5812,NULL
21794985,12:35:00 AM,257,104,60,Swipe Transaction,27092,North Hollywood,CA,91605,4829,NULL
21795038,12:47:00 AM,419,4111,6.76,Swipe Transaction,22938,Atwater,CA,95301,5812,NULL
21795067,12:54:00 AM,480,2929,61.39,Chip Transaction,59935,South San Francisco,CA,94080,5499,NULL
21795119,12:05:00 AM,199,2306,0.2,Chip Transaction,14528,Allen,TX,75002,5499,NULL
21795162,12:18:00 AM,146,4475,70.47,Chip Transaction,36577,Batavia,IL,60510,5411,NULL
21795200,12:27:00 AM,361,5839,31.02,Swipe Transaction,7058,Hawthorne,CA,90250,5411,NULL
21795201,12:27:00 AM,480,2929,5.65,Chip Transaction,59935,South San Francisco,CA,94080,5499,NULL
21795224,12:31:00 AM,247,5191,89.57,Chip Transaction,38602,Lake Charles,LA,70606,5311,NULL
21795308,12:50:00 AM,368,2226,56.02,Online Transaction,50404,ONLINE,NULL,NULL,4784,NULL
21795318,12:52:00 AM,351,2244,2.59,Swipe Transaction,61195,Flushing,NY,11355,5541,NULL
21795342,12:58:00 AM,128,5048,10.92,Chip Transaction,85999,Houston,TX,77061,5921,NULL
21795355,12:01:00 AM,256,2850,19.36,Online Transaction,18563,ONLINE,NULL,NULL,4121,NULL
21795428,12:16:00 AM,123,227,0.24,Chip Transaction,75781,Griffin,GA,30224,5411,NULL
21795461,12:23:00 AM,351,4512,1.57,Swipe Transaction,61195,Flushing,NY,11355,5541,NULL
21795590,12:49:00 AM,275,63,19.12,Chip Transaction,29839,Seabrook,TX,77586,5411,NULL
21795636,12:59:00 AM,380,5838,86.93,Chip Transaction,93106,Des Moines,IA,50313,4900,NULL
21795641,12:00:00 AM,488,4817,94.77,Chip Transaction,81833,Hebbronville,TX,78361,5912,NULL
21795650,12:01:00 AM,380,3538,60,Swipe Transaction,59935,Des Moines,IA,50314,5499,NULL
21795668,12:05:00 AM,208,4980,114.08,Chip Transaction,15033,Bothell,WA,98021,5912,NULL
21795700,12:11:00 AM,185,5361,227.18,Chip Transaction,60569,Jersey City,NJ,7305,5300,NULL
21795786,12:27:00 AM,50,247,404,Chip Transaction,35952,Athelstane,WI,54104,7011,NULL
21795787,12:27:00 AM,385,5124,54.65,Chip Transaction,20519,Decatur,GA,30033,5942,NULL
21795815,12:32:00 AM,428,1351,25.47,Chip Transaction,66824,Manchester,NH,3104,4121,NULL
21795825,12:34:00 AM,52,4976,13.14,Swipe Transaction,87625,Harrisburg,PA,17113,5812,NULL
21795859,12:40:00 AM,162,4266,42.9,Chip Transaction,46284,West Bloomfield,MI,48322,5411,NULL
21795867,12:42:00 AM,460,3805,16.47,Chip Transaction,49066,Hartsdale,NY,10530,7542,NULL
21795891,12:47:00 AM,368,371,46.38,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
21795912,12:51:00 AM,254,1247,94.05,Chip Transaction,36934,Boulder,CO,80302,7538,NULL
21795928,12:55:00 AM,379,2019,8.14,Chip Transaction,65014,Port Moresby,Papua New Guinea,NULL,5411,NULL
21795997,12:07:00 AM,38,2526,126.67,Chip Transaction,96049,Fort Myers,FL,33901,5541,NULL
21796005,12:09:00 AM,62,55,11.06,Chip Transaction,50783,Saint Louis,MO,63137,5411,NULL
21796009,12:11:00 AM,53,3581,-62,Swipe Transaction,61195,Sutter Creek,CA,95685,5541,NULL
21796021,12:13:00 AM,428,1351,35.53,Chip Transaction,11468,Milan,NH,3588,5970,NULL
21796025,12:14:00 AM,261,6076,60,Chip Transaction,27092,North Las Vegas,NV,89032,4829,NULL
21796136,12:38:00 AM,110,4756,8.49,Online Transaction,85247,ONLINE,NULL,NULL,5815,NULL
21796228,12:53:00 AM,208,4980,103.12,Chip Transaction,43293,Bothell,WA,98021,5499,NULL
21796259,12:59:00 AM,242,5591,100,Chip Transaction,27092,Littleton,MA,1460,4829,NULL
21796260,12:59:00 AM,275,2769,13.87,Chip Transaction,29839,Seabrook,TX,77586,5411,NULL
21796294,12:03:00 AM,173,3528,187.39,Chip Transaction,37535,Abilene,TX,79605,4900,NULL
21796310,12:07:00 AM,160,2740,8.04,Chip Transaction,73844,Milford,DE,19963,5812,NULL
21796320,12:10:00 AM,80,2689,35.05,Chip Transaction,24419,Grover Hill,OH,45849,5300,NULL
21796349,12:14:00 AM,334,5595,72.79,Chip Transaction,43293,Wellington,OH,44090,5499,NULL
21796357,12:15:00 AM,402,2698,44.07,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
21796358,12:15:00 AM,488,5413,35.31,Online Transaction,9932,ONLINE,NULL,NULL,5311,NULL
21796392,12:22:00 AM,416,180,45.54,Swipe Transaction,61195,Nashville,TN,37211,5541,NULL
21796399,12:23:00 AM,123,227,10.64,Chip Transaction,20561,Griffin,GA,30224,5912,NULL
21796402,12:24:00 AM,329,4788,1.71,Chip Transaction,14528,Oak View,CA,93022,5499,NULL
21796410,12:25:00 AM,494,2333,3.1,Chip Transaction,317,Langhorne,PA,19047,5812,NULL
21796417,12:27:00 AM,300,3814,4.16,Chip Transaction,89069,Monroe,CT,6468,5251,NULL
21796445,12:33:00 AM,225,1253,80,Chip Transaction,27092,Houston,TX,77064,4829,NULL
21796491,12:44:00 AM,235,6064,7.72,Chip Transaction,24504,New York,NY,10033,4214,NULL
21796680,12:20:00 AM,77,3621,100,Swipe Transaction,27092,Mechanicsburg,PA,17050,4829,Insufficient Balance
21796681,12:20:00 AM,240,2147,9.86,Chip Transaction,46284,Minneapolis,MN,55419,5411,NULL
21796712,12:26:00 AM,442,112,72.86,Chip Transaction,61195,Chesterfield,MO,63017,5541,NULL
21796718,12:27:00 AM,218,167,15.59,Chip Transaction,83480,Union City,NJ,7087,9402,NULL
21796721,12:28:00 AM,170,3340,32.49,Chip Transaction,19756,Oklahoma City,OK,73109,7832,NULL
21796749,12:34:00 AM,2,3593,10.99,Chip Transaction,83271,Bronx,NY,10460,4214,NULL
21796756,12:35:00 AM,13,4270,14.75,Chip Transaction,91200,Fort Knox,KY,40121,7542,NULL
21796814,12:46:00 AM,394,6057,37.11,Chip Transaction,1967,Stamford,CT,6907,5813,NULL
21796821,12:47:00 AM,236,4560,116.98,Chip Transaction,19964,Richmond,TX,77406,5311,NULL
21796839,12:50:00 AM,24,2827,67.98,Chip Transaction,60569,Andover,IL,61233,5300,NULL
21796973,12:24:00 AM,112,6040,0.61,Chip Transaction,86438,Carthage,NY,13619,5499,NULL
21797044,12:39:00 AM,402,2698,-60,Chip Transaction,61195,Atlanta,GA,30344,5541,NULL
21797067,12:43:00 AM,395,2027,85.03,Swipe Transaction,35046,Arlington,TX,76002,5655,NULL
21797094,12:48:00 AM,464,3233,120,Chip Transaction,27092,Orlando,FL,32807,4829,Insufficient Balance
21797112,12:51:00 AM,327,3063,65.08,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
21797125,12:54:00 AM,447,3692,55,Swipe Transaction,59935,Muskegon,MI,49441,5499,NULL
21797127,12:54:00 AM,490,5133,77.24,Chip Transaction,99370,San Antonio,TX,78232,5311,NULL
21797208,12:11:00 AM,177,2681,33.82,Chip Transaction,98374,Memphis,TN,38105,5411,NULL
21797249,12:21:00 AM,62,2667,14.87,Chip Transaction,56553,Saint Louis,MO,63130,5411,NULL
21797279,12:26:00 AM,229,5942,254.1,Swipe Transaction,57133,Waianae,HI,96792,3730,NULL
21797293,12:28:00 AM,460,3805,40,Swipe Transaction,27092,Port Chester,NY,10573,4829,NULL
21797332,12:36:00 AM,273,5777,108.49,Chip Transaction,48919,Lisbon,OH,44432,5311,NULL
21797479,12:04:00 AM,316,4125,10.72,Chip Transaction,42438,Houston,TX,77055,7832,NULL
21797559,12:32:00 AM,68,27,80.41,Chip Transaction,26810,Davenport,IA,52804,5541,NULL
21797653,12:06:00 AM,17,4787,44.98,Chip Transaction,25887,Hickory,NC,28602,5814,NULL
21797716,12:25:00 AM,477,3419,25.29,Chip Transaction,60569,Farmington,ME,4938,5300,NULL
21797727,12:31:00 AM,285,2156,80,Swipe Transaction,27092,San Jose,CA,95111,4829,NULL
21797742,12:37:00 AM,114,5283,2.08,Chip Transaction,50783,North Hollywood,CA,91606,5411,NULL
21797762,12:41:00 AM,327,3063,15.01,Chip Transaction,94208,Saint Johnsbury,VT,5819,5813,NULL
21797785,12:47:00 AM,401,3004,32.91,Chip Transaction,75848,North Hollywood,CA,91605,7832,NULL
21797962,12:50:00 AM,402,2536,18.52,Chip Transaction,18215,Vidalia,GA,30475,5719,NULL
21797975,12:56:00 AM,494,3273,9.47,Chip Transaction,98648,Langhorne,PA,19047,5814,NULL
21797981,12:59:00 AM,211,4746,2.75,Chip Transaction,14528,Lake Havasu City,AZ,86404,5499,NULL
21797998,12:07:00 AM,261,30,175.89,Online Transaction,73186,ONLINE,NULL,NULL,4814,NULL
21798038,12:26:00 AM,222,4636,42.6,Chip Transaction,83805,Atlanta,GA,30307,5813,NULL
21798047,12:29:00 AM,205,3620,80,Swipe Transaction,27092,Malta,MT,59538,4829,NULL
21798075,12:38:00 AM,256,1276,20.75,Chip Transaction,76639,Fairport,NY,14450,5732,NULL
21798076,12:38:00 AM,299,208,3.76,Chip Transaction,20561,Bronx,NY,10458,5912,NULL
21798143,12:06:00 AM,222,4636,37.45,Chip Transaction,83805,Atlanta,GA,30307,5813,NULL
21798166,12:17:00 AM,32,3475,28.23,Swipe Transaction,11468,Homer City,PA,15748,5970,NULL
21798167,12:17:00 AM,323,4790,12.74,Swipe Transaction,61195,Fresno,CA,93726,5541,NULL
21798173,12:20:00 AM,280,2826,80.42,Chip Transaction,47650,Richmond,CA,94804,5912,NULL
21798180,12:22:00 AM,371,3134,112.09,Chip Transaction,61195,Richmond,VA,23226,5541,NULL
21798219,12:38:00 AM,343,3523,8.58,Online Transaction,88459,ONLINE,NULL,NULL,5311,NULL
21798233,12:41:00 AM,142,5140,100.86,Chip Transaction,82981,North Grosvenordale,CT,6255,5912,NULL
21798252,12:49:00 AM,39,2039,56.15,Chip Transaction,55060,Sandy Hook,CT,6482,5812,NULL
21798274,12:57:00 AM,490,176,101.99,Chip Transaction,20561,San Antonio,TX,78230,5912,NULL
21798276,12:59:00 AM,161,3096,27.83,Chip Transaction,59935,Waco,TX,76707,5499,NULL
21798296,12:06:00 AM,244,1082,32.63,Swipe Transaction,19756,Pensacola,FL,32507,7832,NULL
21798322,12:13:00 AM,133,2198,180,Chip Transaction,27092,Norcross,GA,30071,4829,NULL
21798421,12:56:00 AM,368,2226,0.13,Chip Transaction,88646,Orlando,FL,32825,5812,NULL
21798483,12:07:00 AM,51,6031,0.57,Swipe Transaction,14528,Hendersonville,TN,37075,5499,NULL
21798486,12:10:00 AM,86,3178,28.99,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
21798509,12:40:00 AM,386,3673,113.48,Online Transaction,80770,ONLINE,NULL,NULL,7922,NULL
21798563,12:46:00 AM,494,3273,57.22,Chip Transaction,51370,Langhorne,PA,19047,4900,NULL
21798697,12:59:00 AM,327,3062,118.74,Chip Transaction,86616,Newport,VT,5855,4814,Technical Glitch
21798701,12:06:00 AM,462,3957,38.17,Chip Transaction,78454,Middletown,NJ,7748,5812,NULL
21798713,12:17:00 AM,470,3733,9.01,Swipe Transaction,22204,Arkoma,OK,74901,5541,NULL
21798738,12:46:00 AM,52,4976,71.72,Swipe Transaction,61195,Harrisburg,PA,17111,5541,NULL
21798785,12:07:00 AM,497,2829,5.71,Chip Transaction,50783,Lake Preston,SD,57249,5411,Technical Glitch
21798793,12:10:00 AM,17,4787,108.27,Swipe Transaction,98022,Hickory,NC,28602,5411,NULL
21798808,12:14:00 AM,497,2829,6.42,Chip Transaction,50783,Lake Preston,SD,57249,5411,NULL
21798832,12:21:00 AM,116,4899,0.74,Chip Transaction,59935,Burt,NY,14028,5499,NULL
21798849,12:26:00 AM,137,6114,42.07,Chip Transaction,57002,Johnson City,TN,37604,5310,NULL
21798899,12:36:00 AM,144,4457,11.21,Chip Transaction,41454,Hot Springs National Park,AR,71913,5411,NULL
21798962,12:53:00 AM,116,4899,0.9,Chip Transaction,7791,Barker,NY,14012,5812,NULL
21798976,12:58:00 AM,38,2526,34.9,Online Transaction,50404,ONLINE,NULL,NULL,4784,NULL
21799026,12:07:00 AM,147,2634,50,Chip Transaction,61195,Montgomery,AL,36117,5541,NULL
21799065,12:17:00 AM,277,5362,230.54,Online Transaction,76721,ONLINE,NULL,NULL,6300,NULL
21799096,12:25:00 AM,112,4398,0.55,Chip Transaction,86438,Carthage,NY,13619,5499,NULL
21799097,12:25:00 AM,244,1082,99.52,Online Transaction,17976,ONLINE,NULL,NULL,4900,NULL
21799145,12:37:00 AM,53,3581,18.98,Online Transaction,15143,ONLINE,NULL,NULL,4784,NULL
21799155,12:40:00 AM,46,2925,62.33,Swipe Transaction,59935,Howard Beach,NY,11414,5499,NULL
21799159,12:41:00 AM,369,2443,51,Swipe Transaction,59935,Louisville,KY,40299,5499,NULL
21799165,12:42:00 AM,96,3695,5.81,Chip Transaction,87752,Yorba Linda,CA,92886,5411,NULL
21799175,12:43:00 AM,46,2925,65,Swipe Transaction,59935,Howard Beach,NY,11414,5499,NULL
21799208,12:49:00 AM,373,4750,20.17,Chip Transaction,69956,Huntington,IN,46750,5310,NULL
21799223,12:53:00 AM,369,2443,-51,Swipe Transaction,59935,Louisville,KY,40299,5499,NULL
21799237,12:55:00 AM,356,5605,8.02,Chip Transaction,78454,Stuart,FL,34997,5812,NULL
21799285,12:11:00 AM,235,1333,96,Chip Transaction,59935,New York,NY,10025,5499,NULL
21799323,12:19:00 AM,63,5489,97,Chip Transaction,26810,Newark,NJ,7103,5541,NULL
21799353,12:25:00 AM,480,5607,3.54,Chip Transaction,78454,South San Francisco,CA,94080,5812,NULL
21799424,12:41:00 AM,37,1230,76,Chip Transaction,59935,Kirkville,NY,13082,5499,NULL
21799444,12:45:00 AM,48,1294,17.24,Chip Transaction,903,Albuquerque,NM,87106,7542,NULL
21799465,12:50:00 AM,285,2156,48.72,Chip Transaction,75781,Watsonville,CA,95076,5411,NULL
21799521,12:59:00 AM,152,2848,68.11,Chip Transaction,55283,Atlanta,GA,30316,7230,NULL
21799681,12:38:00 AM,59,1145,26,Chip Transaction,32514,Silver City,NM,88062,5300,NULL
21799682,12:38:00 AM,250,5136,80,Chip Transaction,27092,Eugene,OR,97404,4829,NULL
21799698,12:41:00 AM,250,5136,60,Chip Transaction,27092,Eugene,OR,97404,4829,Insufficient Balance
21799759,12:57:00 AM,92,3448,37.72,Chip Transaction,31893,Big Stone City,SD,57216,5311,NULL
21799806,12:07:00 AM,369,2779,24.91,Chip Transaction,86410,Owingsville,KY,40360,5211,NULL
21799809,12:08:00 AM,149,3590,277.73,Chip Transaction,26567,San Diego,CA,92127,8011,NULL
21799824,12:11:00 AM,274,309,22.52,Chip Transaction,10792,Washington,DC,20013,5411,NULL
21799891,12:27:00 AM,256,3989,30.67,Chip Transaction,11756,Basom,NY,14013,4121,NULL
21799927,12:34:00 AM,364,5673,36.44,Chip Transaction,26909,Maryville,TN,37803,5211,NULL
21799949,12:39:00 AM,275,63,28.77,Chip Transaction,56076,Seabrook,TX,77586,5921,NULL
21800000,12:49:00 AM,430,3433,11.41,Swipe Transaction,29220,Crown Point,IN,46307,5812,NULL
21800007,12:50:00 AM,17,4962,36.04,Chip Transaction,43261,Hickory,NC,28602,5300,NULL
21800025,12:53:00 AM,338,5671,207.52,Chip Transaction,78644,Las Vegas,NV,89148,3775,NULL
21800026,12:53:00 AM,433,3868,86.89,Chip Transaction,75781,Taylorville,IL,62568,5411,NULL
21800092,12:06:00 AM,488,5413,72.84,Swipe Transaction,60569,Corpus Christi,TX,78413,5300,NULL
21800176,12:24:00 AM,47,5630,41.68,Chip Transaction,61195,Bronx,NY,10456,5541,NULL
21800203,12:29:00 AM,13,2941,8.89,Chip Transaction,92542,Fort Knox,KY,40121,5813,NULL
21800274,12:42:00 AM,343,3953,59.73,Chip Transaction,86410,Modesto,CA,95351,5211,NULL
21800275,12:42:00 AM,368,4463,47.25,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
21800277,12:42:00 AM,437,3271,17.78,Chip Transaction,61195,Arnold,MD,21012,5541,NULL
21800279,12:43:00 AM,17,4962,11.48,Chip Transaction,3238,Hickory,NC,28602,5812,NULL
21800280,12:43:00 AM,53,3581,-72,Swipe Transaction,61195,Sutter Creek,CA,95685,5541,NULL
21800318,12:51:00 AM,47,5080,51.15,Chip Transaction,82981,Bronx,NY,10456,5912,NULL
21800321,12:51:00 AM,442,2346,16.61,Chip Transaction,44578,Barnhart,MO,63012,5812,NULL
21800338,12:54:00 AM,449,2738,5.41,Chip Transaction,75936,New Kensington,PA,15068,5814,NULL
21800382,12:01:00 AM,89,2639,7.69,Chip Transaction,47222,Mesilla Park,NM,88047,5411,NULL
21800396,12:04:00 AM,4,5391,16.16,Chip Transaction,67570,Seattle,WA,98122,5311,NULL
21800397,12:04:00 AM,80,4492,17.25,Chip Transaction,44628,Grover Hill,OH,45849,5921,NULL
21800466,12:18:00 AM,92,5947,11.58,Chip Transaction,83271,Sioux Falls,SD,57107,4214,NULL
21800476,12:19:00 AM,53,3267,-91,Chip Transaction,43293,Vacaville,CA,95687,5499,NULL
21800499,12:24:00 AM,146,4475,27.76,Chip Transaction,28038,Batavia,IL,60510,5310,NULL
21800505,12:26:00 AM,53,3267,88.9,Chip Transaction,43293,Vacaville,CA,95687,5499,NULL
21800539,12:34:00 AM,152,2587,31.38,Chip Transaction,4439,Atlanta,GA,30342,5651,NULL
21800554,12:37:00 AM,497,2829,111.17,Chip Transaction,47260,Sioux Falls,SD,57110,8043,NULL
21800623,12:52:00 AM,241,4506,13.52,Chip Transaction,70766,Rockingham,NC,28379,5651,NULL
21800648,12:57:00 AM,303,4824,82.97,Swipe Transaction,35166,Windsor,CO,80550,5411,NULL
21800710,12:09:00 AM,313,3153,1.48,Chip Transaction,86438,Bartlesville,OK,74003,5499,NULL
21800712,12:09:00 AM,402,2536,59.73,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
21800747,12:15:00 AM,145,4058,10.48,Chip Transaction,98374,Roan Mountain,TN,37687,5411,NULL
21800762,12:18:00 AM,81,2962,9.15,Chip Transaction,83271,San Antonio,TX,78212,4214,NULL
21800792,12:25:00 AM,92,2803,81,Chip Transaction,19964,Peever,SD,57257,5311,NULL
21800793,12:25:00 AM,477,4168,80.02,Chip Transaction,72351,Hampden,ME,4444,5541,NULL
21800839,12:36:00 AM,177,1152,253.38,Chip Transaction,41523,Canton,GA,30115,3387,NULL
21800855,12:40:00 AM,190,2088,140.63,Online Transaction,73186,ONLINE,NULL,NULL,4814,NULL
21800883,12:46:00 AM,376,1262,-55,Swipe Transaction,28395,Westville,NJ,8093,5541,NULL
21800915,12:51:00 AM,376,1262,55,Swipe Transaction,28395,Westville,NJ,8093,5541,NULL
21800949,12:00:00 AM,474,5114,21.91,Chip Transaction,81833,Far Rockaway,NY,11691,5912,NULL
21800985,12:07:00 AM,241,4412,105.44,Chip Transaction,28559,Rockingham,NC,28379,5300,NULL
21801055,12:20:00 AM,40,1289,6.71,Swipe Transaction,26810,Springfield,OH,45506,5541,NULL
21801110,12:32:00 AM,27,5025,28.16,Chip Transaction,48516,Brandon,MS,39042,5912,NULL
21801116,12:33:00 AM,476,1070,31.28,Chip Transaction,20519,East Greenville,PA,18041,5942,NULL
21801164,12:42:00 AM,144,4457,20.75,Online Transaction,51397,ONLINE,NULL,NULL,5651,NULL
21801182,12:45:00 AM,164,3748,138.78,Chip Transaction,39991,Lincoln Park,MI,48146,3771,NULL
21801189,12:46:00 AM,300,3814,111.6,Chip Transaction,10747,Monroe,CT,6468,7538,NULL
21801240,12:54:00 AM,394,4341,27.95,Swipe Transaction,1967,Stamford,CT,6907,5813,NULL
21801269,12:00:00 AM,375,2608,36.55,Chip Transaction,32175,Maiden,NC,28650,7538,NULL
21801299,12:06:00 AM,473,5099,33.19,Chip Transaction,31893,Oak Park,MI,48237,5311,NULL
21801308,12:08:00 AM,357,2832,50.21,Chip Transaction,75658,Boston,MA,2127,7349,NULL
21801321,12:11:00 AM,114,3070,88.25,Chip Transaction,79847,North Hollywood,CA,91606,5300,NULL
21801328,12:12:00 AM,483,4364,36.1,Chip Transaction,59772,Burlington,WA,98233,7230,NULL
21801332,12:13:00 AM,455,3990,80.48,Swipe Transaction,81833,Hollis,NY,11423,5912,NULL
21801414,12:28:00 AM,100,1045,-61,Chip Transaction,59935,High Point,NC,27265,5499,NULL
21801457,12:37:00 AM,496,4517,27.7,Chip Transaction,45344,Mesquite,TX,75149,5813,NULL
21801470,12:40:00 AM,209,3218,55.13,Swipe Transaction,60569,El Paso,TX,79928,5300,NULL
21801489,12:45:00 AM,21,1111,78.93,Swipe Transaction,75781,West Terre Haute,IN,47885,5411,NULL
21801497,12:46:00 AM,449,5894,1.03,Chip Transaction,77674,New Kensington,PA,15068,7538,NULL
21801512,12:50:00 AM,254,1247,12.95,Chip Transaction,79927,Boulder,CO,80302,5912,NULL
21801539,12:55:00 AM,149,3590,15.5,Chip Transaction,81536,San Diego,CA,92127,5310,NULL
21801547,12:56:00 AM,123,197,73.33,Chip Transaction,39643,Griffin,GA,30224,5300,NULL
21801555,12:57:00 AM,403,4580,76.63,Online Transaction,9932,ONLINE,NULL,NULL,5311,NULL
21801565,12:59:00 AM,494,3273,60,Chip Transaction,27092,Bowie,MD,20715,4829,NULL
21801664,12:16:00 AM,98,4237,91.04,Chip Transaction,74934,Oakland,CA,94606,3596,NULL
21801666,12:16:00 AM,468,4705,32.5,Swipe Transaction,43293,Iowa City,IA,52240,5499,NULL
21801683,12:22:00 AM,468,4705,10.99,Swipe Transaction,16751,Iowa City,IA,52240,7542,NULL
21801753,12:36:00 AM,180,5453,10.94,Swipe Transaction,93938,Glendale,AZ,85301,7995,NULL
21801802,12:47:00 AM,488,5413,60,Swipe Transaction,27092,Corpus Christi,TX,78412,4829,NULL
21801812,12:49:00 AM,346,5927,143.14,Swipe Transaction,36442,Santa Barbara,CA,93103,7996,NULL
21801863,12:59:00 AM,293,4260,182.95,Swipe Transaction,58910,Norman,OK,73071,5411,NULL
21801874,12:02:00 AM,90,1233,14.46,Chip Transaction,16955,Cocoa,FL,32926,4121,NULL
21801882,12:06:00 AM,150,2852,102.73,Chip Transaction,60569,Vienna,VA,22182,5300,NULL
21801914,12:14:00 AM,362,1129,77.13,Chip Transaction,48919,Las Vegas,NV,89123,5311,NULL
21801925,12:16:00 AM,374,5100,30.66,Chip Transaction,71164,Sacramento,CA,95823,7832,NULL
21801998,12:42:00 AM,154,4340,-69,Chip Transaction,22204,Fayetteville,NC,28314,5541,NULL
21802045,12:56:00 AM,190,3363,43.54,Chip Transaction,86004,Skokie,IL,60077,7230,NULL
21802064,12:03:00 AM,345,3441,23.25,Chip Transaction,54596,Kalamazoo,MI,49048,5813,NULL
21802081,12:11:00 AM,62,3262,32.9,Chip Transaction,78454,Saint Louis,MO,63130,5812,NULL
21802099,12:18:00 AM,397,3179,5.9,Chip Transaction,80526,Philadelphia,PA,19133,5411,NULL
21802141,12:34:00 AM,62,3262,19.12,Chip Transaction,33384,Saint Louis,MO,63130,5812,NULL
21802180,12:45:00 AM,391,5182,22.6,Chip Transaction,29286,Pamplico,SC,29583,7832,NULL
21802196,12:51:00 AM,222,4636,21.73,Online Transaction,18563,ONLINE,NULL,NULL,4121,NULL
21802227,12:59:00 AM,488,5413,70.15,Swipe Transaction,61195,Hebbronville,TX,78361,5541,"Bad PIN,Insufficient Balance"
21802271,12:14:00 AM,376,118,118.25,Chip Transaction,12467,Vincentown,NJ,8088,5300,NULL
21802368,12:59:00 AM,260,323,14.61,Chip Transaction,90017,Mission,TX,78572,5211,NULL
21802384,12:07:00 AM,402,2536,68.98,Chip Transaction,90999,ONLINE,NULL,NULL,4722,NULL
21802424,12:22:00 AM,487,2024,4.07,Chip Transaction,19756,Schenectady,NY,12302,7832,NULL
21802440,12:27:00 AM,369,5378,43.63,Chip Transaction,52205,Louisville,KY,40299,5812,NULL
21802469,12:39:00 AM,46,3513,22.26,Online Transaction,39021,ONLINE,NULL,NULL,4784,NULL
21802522,12:03:00 AM,287,3527,121.66,Online Transaction,79050,ONLINE,NULL,NULL,4900,NULL
21802548,12:13:00 AM,87,3607,36.13,Chip Transaction,59935,San Benito,TX,78586,5499,NULL
21802568,12:20:00 AM,408,2515,49.73,Swipe Transaction,48919,Luck,WI,54853,5311,NULL
21802662,12:52:00 AM,100,5903,993.9,Chip Transaction,5594,Thomasville,NC,27360,3001,NULL
21802703,12:05:00 AM,145,5521,7.61,Chip Transaction,98374,Roan Mountain,TN,37687,5411,NULL
21802714,12:09:00 AM,194,5587,26.23,Swipe Transaction,22204,Fountain City,IN,47341,5541,NULL
21802728,12:14:00 AM,73,2720,178.54,Swipe Transaction,51300,Hollandale,MS,38748,3359,NULL
21802737,12:18:00 AM,27,1051,4.02,Chip Transaction,8021,Jackson,MS,39209,5651,NULL
21802771,12:29:00 AM,73,2720,-338,Swipe Transaction,51300,Hollandale,MS,38748,3359,NULL
21802793,12:35:00 AM,368,371,0.14,Chip Transaction,75936,Orlando,FL,32825,5814,Technical Glitch
21802853,12:58:00 AM,377,3906,33.03,Chip Transaction,18215,Seattle,WA,98105,5719,NULL
21802894,12:51:00 AM,460,5470,5.55,Swipe Transaction,50783,Larchmont,NY,10538,5411,NULL
21802906,12:10:00 AM,207,2506,5.82,Online Transaction,47399,ONLINE,NULL,NULL,5815,NULL
21802914,12:20:00 AM,62,3369,-142,Swipe Transaction,54437,Saint Louis,MO,63130,7011,NULL
21802957,12:10:00 AM,46,2925,115.71,Chip Transaction,19964,Howard Beach,NY,11414,5311,NULL
21802980,12:35:00 AM,274,309,66.68,Chip Transaction,4671,Washington,DC,20011,5912,NULL
21803036,12:48:00 AM,474,3844,60.91,Chip Transaction,25857,Williston Park,NY,11596,5812,NULL
21803047,12:06:00 AM,461,1209,13.64,Chip Transaction,45389,Canton,MI,48188,5813,NULL
21803074,12:48:00 AM,62,55,139.65,Chip Transaction,13348,ONLINE,NULL,NULL,4722,NULL
21803082,12:01:00 AM,144,5247,9.86,Chip Transaction,18131,Garland,TX,75043,4111,NULL
21803095,12:14:00 AM,20,3895,3.18,Chip Transaction,79664,Venus,TX,76084,5814,NULL
21803103,12:25:00 AM,338,5671,66.89,Chip Transaction,86616,Lancaster,NY,14086,4814,NULL
21803129,12:06:00 AM,432,1146,51.8,Swipe Transaction,54850,North Wilkesboro,NC,28659,4814,NULL
21803146,12:31:00 AM,470,3733,5.86,Swipe Transaction,22938,Wister,OK,74966,5812,NULL
21803151,12:33:00 AM,394,4341,80,Swipe Transaction,27092,Caldwell,NJ,7006,4829,NULL
21803156,12:37:00 AM,402,2698,1.56,Chip Transaction,75781,Loganville,GA,30052,5411,NULL
21803159,12:39:00 AM,332,1198,2.84,Chip Transaction,75781,Indianapolis,IN,46201,5411,NULL
21803175,12:53:00 AM,58,1324,27.07,Online Transaction,18563,ONLINE,NULL,NULL,4121,NULL
21803184,12:00:00 AM,74,1307,44.61,Swipe Transaction,13646,Colorado Springs,CO,80906,7538,NULL
21803274,12:19:00 AM,428,1351,95.66,Chip Transaction,82423,Manchester,NH,3104,7538,NULL
21803286,12:21:00 AM,14,2076,5.13,Swipe Transaction,2177,Honolulu,HI,96815,5411,NULL
21803314,12:25:00 AM,65,4585,15.24,Chip Transaction,18899,West Columbia,SC,29172,5300,NULL
